chr2	5000	chr2	5000	3
chr2	5000	chr2	15000	3
chr2	5000	chr2	125000	1
chr2	5000	chr2	165000	1
chr2	5000	chr2	25000	5
chr2	5000	chr2	215000	2
chr2	5000	chr2	265000	3
chr2	5000	chr2	275000	1
chr2	5000	chr2	35000	1
chr2	5000	chr2	315000	1
chr2	5000	chr2	345000	1
chr2	5000	chr2	45000	1
chr2	5000	chr2	565000	1
chr2	5000	chr2	65000	2
chr2	5000	chr2	655000	1
chr2	5000	chr2	675000	1
chr2	5000	chr2	85000	2
chr2	5000	chr2	835000	3
chr2	5000	chr2	845000	1
chr2	5000	chr2	895000	2
chr2	5000	chr2	905000	1
chr2	5000	chr2	915000	2
chr2	105000	chr2	105000	12
chr2	105000	chr2	115000	40
chr2	105000	chr2	125000	27
chr2	105000	chr2	135000	11
chr2	105000	chr2	145000	14
chr2	105000	chr2	155000	15
chr2	105000	chr2	165000	10
chr2	105000	chr2	175000	11
chr2	105000	chr2	185000	11
chr2	105000	chr2	195000	11
chr2	105000	chr2	205000	9
chr2	105000	chr2	215000	6
chr2	105000	chr2	225000	5
chr2	105000	chr2	235000	4
chr2	105000	chr2	245000	2
chr2	105000	chr2	255000	1
chr2	105000	chr2	275000	5
chr2	105000	chr2	285000	5
chr2	105000	chr2	295000	6
chr2	105000	chr2	305000	4
chr2	105000	chr2	315000	6
chr2	105000	chr2	325000	3
chr2	105000	chr2	335000	2
chr2	105000	chr2	345000	5
chr2	105000	chr2	355000	4
chr2	105000	chr2	365000	4
chr2	105000	chr2	375000	9
chr2	105000	chr2	385000	1
chr2	105000	chr2	395000	2
chr2	105000	chr2	405000	3
chr2	105000	chr2	415000	7
chr2	105000	chr2	425000	1
chr2	105000	chr2	435000	3
chr2	105000	chr2	445000	3
chr2	105000	chr2	475000	1
chr2	105000	chr2	485000	2
chr2	105000	chr2	495000	3
chr2	105000	chr2	505000	2
chr2	105000	chr2	515000	2
chr2	105000	chr2	535000	1
chr2	105000	chr2	545000	7
chr2	105000	chr2	555000	5
chr2	105000	chr2	565000	4
chr2	105000	chr2	575000	3
chr2	105000	chr2	585000	4
chr2	105000	chr2	595000	4
chr2	105000	chr2	605000	2
chr2	105000	chr2	625000	3
chr2	105000	chr2	635000	3
chr2	105000	chr2	655000	2
chr2	105000	chr2	665000	1
chr2	105000	chr2	675000	11
chr2	105000	chr2	685000	3
chr2	105000	chr2	695000	5
chr2	105000	chr2	705000	6
chr2	105000	chr2	715000	1
chr2	105000	chr2	725000	2
chr2	105000	chr2	735000	2
chr2	105000	chr2	745000	1
chr2	105000	chr2	755000	3
chr2	105000	chr2	765000	1
chr2	105000	chr2	775000	4
chr2	105000	chr2	785000	1
chr2	105000	chr2	805000	4
chr2	105000	chr2	825000	3
chr2	105000	chr2	835000	1
chr2	105000	chr2	845000	3
chr2	105000	chr2	855000	1
chr2	105000	chr2	875000	2
chr2	105000	chr2	915000	1
chr2	15000	chr2	15000	2
chr2	15000	chr2	105000	2
chr2	15000	chr2	125000	1
chr2	15000	chr2	135000	1
chr2	15000	chr2	145000	1
chr2	15000	chr2	165000	2
chr2	15000	chr2	185000	4
chr2	15000	chr2	195000	1
chr2	15000	chr2	25000	28
chr2	15000	chr2	205000	1
chr2	15000	chr2	215000	5
chr2	15000	chr2	265000	1
chr2	15000	chr2	275000	2
chr2	15000	chr2	285000	1
chr2	15000	chr2	35000	9
chr2	15000	chr2	345000	2
chr2	15000	chr2	365000	2
chr2	15000	chr2	375000	1
chr2	15000	chr2	395000	3
chr2	15000	chr2	45000	1
chr2	15000	chr2	415000	1
chr2	15000	chr2	425000	2
chr2	15000	chr2	455000	1
chr2	15000	chr2	495000	2
chr2	15000	chr2	55000	2
chr2	15000	chr2	505000	2
chr2	15000	chr2	545000	1
chr2	15000	chr2	595000	1
chr2	15000	chr2	65000	6
chr2	15000	chr2	625000	1
chr2	15000	chr2	675000	1
chr2	15000	chr2	695000	1
chr2	15000	chr2	75000	2
chr2	15000	chr2	725000	1
chr2	15000	chr2	735000	1
chr2	15000	chr2	745000	1
chr2	15000	chr2	775000	1
chr2	15000	chr2	85000	7
chr2	15000	chr2	805000	2
chr2	15000	chr2	835000	1
chr2	15000	chr2	865000	1
chr2	15000	chr2	895000	5
chr2	15000	chr2	95000	2
chr2	15000	chr2	905000	1
chr2	15000	chr2	925000	2
chr2	115000	chr2	115000	47
chr2	115000	chr2	125000	120
chr2	115000	chr2	135000	59
chr2	115000	chr2	145000	62
chr2	115000	chr2	155000	41
chr2	115000	chr2	165000	25
chr2	115000	chr2	175000	20
chr2	115000	chr2	185000	30
chr2	115000	chr2	195000	17
chr2	115000	chr2	205000	11
chr2	115000	chr2	215000	31
chr2	115000	chr2	225000	7
chr2	115000	chr2	235000	17
chr2	115000	chr2	245000	10
chr2	115000	chr2	255000	13
chr2	115000	chr2	265000	12
chr2	115000	chr2	275000	7
chr2	115000	chr2	285000	4
chr2	115000	chr2	295000	16
chr2	115000	chr2	305000	3
chr2	115000	chr2	315000	4
chr2	115000	chr2	325000	4
chr2	115000	chr2	335000	8
chr2	115000	chr2	345000	10
chr2	115000	chr2	355000	3
chr2	115000	chr2	365000	12
chr2	115000	chr2	375000	15
chr2	115000	chr2	385000	4
chr2	115000	chr2	395000	16
chr2	115000	chr2	405000	10
chr2	115000	chr2	415000	8
chr2	115000	chr2	425000	8
chr2	115000	chr2	435000	3
chr2	115000	chr2	445000	7
chr2	115000	chr2	455000	7
chr2	115000	chr2	465000	6
chr2	115000	chr2	475000	2
chr2	115000	chr2	485000	4
chr2	115000	chr2	495000	4
chr2	115000	chr2	505000	4
chr2	115000	chr2	515000	7
chr2	115000	chr2	525000	1
chr2	115000	chr2	535000	5
chr2	115000	chr2	545000	3
chr2	115000	chr2	555000	6
chr2	115000	chr2	565000	5
chr2	115000	chr2	575000	8
chr2	115000	chr2	585000	13
chr2	115000	chr2	595000	3
chr2	115000	chr2	605000	3
chr2	115000	chr2	615000	2
chr2	115000	chr2	625000	7
chr2	115000	chr2	635000	7
chr2	115000	chr2	645000	4
chr2	115000	chr2	655000	1
chr2	115000	chr2	665000	8
chr2	115000	chr2	675000	7
chr2	115000	chr2	685000	2
chr2	115000	chr2	695000	13
chr2	115000	chr2	705000	2
chr2	115000	chr2	715000	5
chr2	115000	chr2	725000	3
chr2	115000	chr2	735000	2
chr2	115000	chr2	745000	2
chr2	115000	chr2	755000	2
chr2	115000	chr2	765000	3
chr2	115000	chr2	775000	3
chr2	115000	chr2	785000	6
chr2	115000	chr2	795000	4
chr2	115000	chr2	805000	7
chr2	115000	chr2	815000	1
chr2	115000	chr2	825000	1
chr2	115000	chr2	835000	10
chr2	115000	chr2	855000	1
chr2	115000	chr2	865000	3
chr2	115000	chr2	875000	2
chr2	115000	chr2	915000	2
chr2	115000	chr2	925000	1
chr2	125000	chr2	125000	115
chr2	125000	chr2	135000	111
chr2	125000	chr2	145000	106
chr2	125000	chr2	155000	82
chr2	125000	chr2	165000	34
chr2	125000	chr2	175000	28
chr2	125000	chr2	185000	30
chr2	125000	chr2	195000	31
chr2	125000	chr2	205000	21
chr2	125000	chr2	215000	30
chr2	125000	chr2	225000	13
chr2	125000	chr2	235000	19
chr2	125000	chr2	245000	8
chr2	125000	chr2	255000	7
chr2	125000	chr2	265000	8
chr2	125000	chr2	275000	7
chr2	125000	chr2	285000	9
chr2	125000	chr2	295000	14
chr2	125000	chr2	305000	8
chr2	125000	chr2	315000	13
chr2	125000	chr2	325000	10
chr2	125000	chr2	335000	9
chr2	125000	chr2	345000	14
chr2	125000	chr2	355000	4
chr2	125000	chr2	365000	17
chr2	125000	chr2	375000	7
chr2	125000	chr2	385000	5
chr2	125000	chr2	395000	7
chr2	125000	chr2	405000	6
chr2	125000	chr2	415000	10
chr2	125000	chr2	425000	9
chr2	125000	chr2	435000	6
chr2	125000	chr2	445000	11
chr2	125000	chr2	455000	3
chr2	125000	chr2	465000	4
chr2	125000	chr2	475000	3
chr2	125000	chr2	485000	10
chr2	125000	chr2	495000	6
chr2	125000	chr2	505000	12
chr2	125000	chr2	515000	5
chr2	125000	chr2	525000	3
chr2	125000	chr2	535000	7
chr2	125000	chr2	545000	7
chr2	125000	chr2	555000	8
chr2	125000	chr2	565000	4
chr2	125000	chr2	575000	6
chr2	125000	chr2	585000	3
chr2	125000	chr2	595000	8
chr2	125000	chr2	615000	6
chr2	125000	chr2	625000	1
chr2	125000	chr2	635000	7
chr2	125000	chr2	645000	7
chr2	125000	chr2	655000	11
chr2	125000	chr2	665000	7
chr2	125000	chr2	675000	12
chr2	125000	chr2	685000	7
chr2	125000	chr2	695000	5
chr2	125000	chr2	705000	3
chr2	125000	chr2	715000	2
chr2	125000	chr2	725000	4
chr2	125000	chr2	735000	3
chr2	125000	chr2	745000	3
chr2	125000	chr2	755000	4
chr2	125000	chr2	765000	4
chr2	125000	chr2	775000	9
chr2	125000	chr2	785000	6
chr2	125000	chr2	795000	5
chr2	125000	chr2	805000	5
chr2	125000	chr2	815000	2
chr2	125000	chr2	825000	3
chr2	125000	chr2	835000	7
chr2	125000	chr2	845000	7
chr2	125000	chr2	855000	5
chr2	125000	chr2	865000	7
chr2	125000	chr2	875000	1
chr2	125000	chr2	895000	1
chr2	125000	chr2	935000	1
chr2	135000	chr2	135000	143
chr2	135000	chr2	145000	282
chr2	135000	chr2	155000	137
chr2	135000	chr2	165000	88
chr2	135000	chr2	175000	44
chr2	135000	chr2	185000	67
chr2	135000	chr2	195000	41
chr2	135000	chr2	205000	26
chr2	135000	chr2	215000	30
chr2	135000	chr2	225000	17
chr2	135000	chr2	235000	38
chr2	135000	chr2	245000	11
chr2	135000	chr2	255000	16
chr2	135000	chr2	265000	22
chr2	135000	chr2	275000	9
chr2	135000	chr2	285000	8
chr2	135000	chr2	295000	17
chr2	135000	chr2	305000	13
chr2	135000	chr2	315000	9
chr2	135000	chr2	325000	8
chr2	135000	chr2	335000	14
chr2	135000	chr2	345000	14
chr2	135000	chr2	355000	2
chr2	135000	chr2	365000	12
chr2	135000	chr2	375000	18
chr2	135000	chr2	385000	7
chr2	135000	chr2	395000	10
chr2	135000	chr2	405000	11
chr2	135000	chr2	415000	19
chr2	135000	chr2	425000	13
chr2	135000	chr2	435000	7
chr2	135000	chr2	445000	9
chr2	135000	chr2	455000	8
chr2	135000	chr2	465000	11
chr2	135000	chr2	475000	14
chr2	135000	chr2	485000	13
chr2	135000	chr2	495000	8
chr2	135000	chr2	505000	7
chr2	135000	chr2	515000	2
chr2	135000	chr2	525000	4
chr2	135000	chr2	535000	7
chr2	135000	chr2	545000	5
chr2	135000	chr2	555000	7
chr2	135000	chr2	565000	16
chr2	135000	chr2	575000	5
chr2	135000	chr2	585000	14
chr2	135000	chr2	595000	5
chr2	135000	chr2	605000	12
chr2	135000	chr2	615000	5
chr2	135000	chr2	625000	7
chr2	135000	chr2	635000	5
chr2	135000	chr2	645000	2
chr2	135000	chr2	655000	7
chr2	135000	chr2	665000	11
chr2	135000	chr2	675000	12
chr2	135000	chr2	685000	6
chr2	135000	chr2	695000	14
chr2	135000	chr2	705000	9
chr2	135000	chr2	715000	4
chr2	135000	chr2	725000	11
chr2	135000	chr2	735000	6
chr2	135000	chr2	745000	10
chr2	135000	chr2	755000	7
chr2	135000	chr2	765000	11
chr2	135000	chr2	775000	5
chr2	135000	chr2	785000	6
chr2	135000	chr2	795000	3
chr2	135000	chr2	805000	18
chr2	135000	chr2	815000	2
chr2	135000	chr2	825000	4
chr2	135000	chr2	835000	3
chr2	135000	chr2	845000	5
chr2	135000	chr2	855000	2
chr2	135000	chr2	865000	1
chr2	135000	chr2	875000	1
chr2	135000	chr2	905000	3
chr2	135000	chr2	915000	1
chr2	135000	chr2	925000	1
chr2	135000	chr2	935000	1
chr2	135000	chr2	945000	2
chr2	145000	chr2	145000	432
chr2	145000	chr2	155000	471
chr2	145000	chr2	165000	169
chr2	145000	chr2	175000	111
chr2	145000	chr2	185000	133
chr2	145000	chr2	195000	67
chr2	145000	chr2	205000	46
chr2	145000	chr2	215000	56
chr2	145000	chr2	225000	28
chr2	145000	chr2	235000	45
chr2	145000	chr2	245000	25
chr2	145000	chr2	255000	47
chr2	145000	chr2	265000	27
chr2	145000	chr2	275000	25
chr2	145000	chr2	285000	21
chr2	145000	chr2	295000	52
chr2	145000	chr2	305000	8
chr2	145000	chr2	315000	32
chr2	145000	chr2	325000	9
chr2	145000	chr2	335000	27
chr2	145000	chr2	345000	30
chr2	145000	chr2	355000	11
chr2	145000	chr2	365000	29
chr2	145000	chr2	375000	27
chr2	145000	chr2	385000	6
chr2	145000	chr2	395000	20
chr2	145000	chr2	405000	9
chr2	145000	chr2	415000	30
chr2	145000	chr2	425000	27
chr2	145000	chr2	435000	8
chr2	145000	chr2	445000	16
chr2	145000	chr2	455000	8
chr2	145000	chr2	465000	23
chr2	145000	chr2	475000	14
chr2	145000	chr2	485000	20
chr2	145000	chr2	495000	13
chr2	145000	chr2	505000	12
chr2	145000	chr2	515000	10
chr2	145000	chr2	525000	17
chr2	145000	chr2	535000	13
chr2	145000	chr2	545000	2
chr2	145000	chr2	555000	20
chr2	145000	chr2	565000	20
chr2	145000	chr2	575000	13
chr2	145000	chr2	585000	15
chr2	145000	chr2	595000	11
chr2	145000	chr2	605000	5
chr2	145000	chr2	615000	8
chr2	145000	chr2	625000	11
chr2	145000	chr2	635000	8
chr2	145000	chr2	645000	13
chr2	145000	chr2	655000	15
chr2	145000	chr2	665000	15
chr2	145000	chr2	675000	15
chr2	145000	chr2	685000	11
chr2	145000	chr2	695000	18
chr2	145000	chr2	705000	7
chr2	145000	chr2	715000	8
chr2	145000	chr2	725000	5
chr2	145000	chr2	735000	10
chr2	145000	chr2	745000	12
chr2	145000	chr2	755000	12
chr2	145000	chr2	765000	4
chr2	145000	chr2	775000	17
chr2	145000	chr2	785000	12
chr2	145000	chr2	795000	2
chr2	145000	chr2	805000	17
chr2	145000	chr2	815000	7
chr2	145000	chr2	825000	16
chr2	145000	chr2	835000	12
chr2	145000	chr2	845000	5
chr2	145000	chr2	855000	8
chr2	145000	chr2	865000	7
chr2	145000	chr2	875000	3
chr2	145000	chr2	885000	1
chr2	145000	chr2	895000	2
chr2	145000	chr2	905000	3
chr2	145000	chr2	915000	4
chr2	145000	chr2	925000	2
chr2	145000	chr2	935000	1
chr2	155000	chr2	155000	402
chr2	155000	chr2	165000	377
chr2	155000	chr2	175000	195
chr2	155000	chr2	185000	190
chr2	155000	chr2	195000	71
chr2	155000	chr2	205000	38
chr2	155000	chr2	215000	74
chr2	155000	chr2	225000	44
chr2	155000	chr2	235000	52
chr2	155000	chr2	245000	30
chr2	155000	chr2	255000	36
chr2	155000	chr2	265000	29
chr2	155000	chr2	275000	20
chr2	155000	chr2	285000	17
chr2	155000	chr2	295000	49
chr2	155000	chr2	305000	17
chr2	155000	chr2	315000	25
chr2	155000	chr2	325000	33
chr2	155000	chr2	335000	23
chr2	155000	chr2	345000	19
chr2	155000	chr2	355000	3
chr2	155000	chr2	365000	25
chr2	155000	chr2	375000	28
chr2	155000	chr2	385000	10
chr2	155000	chr2	395000	16
chr2	155000	chr2	405000	11
chr2	155000	chr2	415000	18
chr2	155000	chr2	425000	18
chr2	155000	chr2	435000	10
chr2	155000	chr2	445000	11
chr2	155000	chr2	455000	17
chr2	155000	chr2	465000	14
chr2	155000	chr2	475000	19
chr2	155000	chr2	485000	13
chr2	155000	chr2	495000	11
chr2	155000	chr2	505000	30
chr2	155000	chr2	515000	15
chr2	155000	chr2	525000	12
chr2	155000	chr2	535000	7
chr2	155000	chr2	545000	1
chr2	155000	chr2	555000	18
chr2	155000	chr2	565000	23
chr2	155000	chr2	575000	9
chr2	155000	chr2	585000	19
chr2	155000	chr2	595000	6
chr2	155000	chr2	605000	8
chr2	155000	chr2	615000	10
chr2	155000	chr2	625000	12
chr2	155000	chr2	635000	10
chr2	155000	chr2	645000	14
chr2	155000	chr2	655000	6
chr2	155000	chr2	665000	8
chr2	155000	chr2	675000	15
chr2	155000	chr2	685000	5
chr2	155000	chr2	695000	13
chr2	155000	chr2	705000	15
chr2	155000	chr2	715000	13
chr2	155000	chr2	725000	12
chr2	155000	chr2	735000	7
chr2	155000	chr2	745000	5
chr2	155000	chr2	755000	19
chr2	155000	chr2	765000	9
chr2	155000	chr2	775000	2
chr2	155000	chr2	785000	11
chr2	155000	chr2	795000	2
chr2	155000	chr2	805000	16
chr2	155000	chr2	815000	5
chr2	155000	chr2	825000	4
chr2	155000	chr2	835000	5
chr2	155000	chr2	845000	5
chr2	155000	chr2	855000	5
chr2	155000	chr2	865000	8
chr2	155000	chr2	875000	6
chr2	155000	chr2	885000	1
chr2	155000	chr2	895000	2
chr2	155000	chr2	915000	6
chr2	155000	chr2	925000	1
chr2	155000	chr2	935000	1
chr2	155000	chr2	945000	1
chr2	165000	chr2	165000	255
chr2	165000	chr2	175000	295
chr2	165000	chr2	185000	206
chr2	165000	chr2	195000	83
chr2	165000	chr2	205000	71
chr2	165000	chr2	215000	75
chr2	165000	chr2	225000	39
chr2	165000	chr2	235000	68
chr2	165000	chr2	245000	11
chr2	165000	chr2	255000	32
chr2	165000	chr2	265000	25
chr2	165000	chr2	275000	17
chr2	165000	chr2	285000	15
chr2	165000	chr2	295000	18
chr2	165000	chr2	305000	23
chr2	165000	chr2	315000	25
chr2	165000	chr2	325000	19
chr2	165000	chr2	335000	17
chr2	165000	chr2	345000	23
chr2	165000	chr2	355000	11
chr2	165000	chr2	365000	12
chr2	165000	chr2	375000	25
chr2	165000	chr2	385000	20
chr2	165000	chr2	395000	8
chr2	165000	chr2	405000	5
chr2	165000	chr2	415000	22
chr2	165000	chr2	425000	15
chr2	165000	chr2	435000	9
chr2	165000	chr2	445000	17
chr2	165000	chr2	455000	15
chr2	165000	chr2	465000	5
chr2	165000	chr2	475000	15
chr2	165000	chr2	485000	12
chr2	165000	chr2	495000	20
chr2	165000	chr2	505000	7
chr2	165000	chr2	515000	20
chr2	165000	chr2	525000	15
chr2	165000	chr2	535000	13
chr2	165000	chr2	545000	2
chr2	165000	chr2	555000	11
chr2	165000	chr2	565000	15
chr2	165000	chr2	575000	14
chr2	165000	chr2	585000	7
chr2	165000	chr2	595000	8
chr2	165000	chr2	605000	6
chr2	165000	chr2	615000	5
chr2	165000	chr2	625000	11
chr2	165000	chr2	635000	7
chr2	165000	chr2	645000	12
chr2	165000	chr2	655000	14
chr2	165000	chr2	665000	18
chr2	165000	chr2	675000	14
chr2	165000	chr2	685000	6
chr2	165000	chr2	695000	8
chr2	165000	chr2	705000	5
chr2	165000	chr2	715000	11
chr2	165000	chr2	725000	10
chr2	165000	chr2	735000	8
chr2	165000	chr2	745000	11
chr2	165000	chr2	755000	8
chr2	165000	chr2	765000	8
chr2	165000	chr2	775000	7
chr2	165000	chr2	785000	7
chr2	165000	chr2	795000	2
chr2	165000	chr2	805000	15
chr2	165000	chr2	815000	6
chr2	165000	chr2	825000	9
chr2	165000	chr2	835000	6
chr2	165000	chr2	845000	5
chr2	165000	chr2	855000	1
chr2	165000	chr2	865000	7
chr2	165000	chr2	875000	2
chr2	165000	chr2	915000	1
chr2	165000	chr2	925000	2
chr2	165000	chr2	935000	1
chr2	175000	chr2	175000	330
chr2	175000	chr2	185000	659
chr2	175000	chr2	195000	120
chr2	175000	chr2	205000	118
chr2	175000	chr2	215000	89
chr2	175000	chr2	225000	48
chr2	175000	chr2	235000	70
chr2	175000	chr2	245000	25
chr2	175000	chr2	255000	44
chr2	175000	chr2	265000	23
chr2	175000	chr2	275000	29
chr2	175000	chr2	285000	12
chr2	175000	chr2	295000	41
chr2	175000	chr2	305000	28
chr2	175000	chr2	315000	29
chr2	175000	chr2	325000	28
chr2	175000	chr2	335000	30
chr2	175000	chr2	345000	31
chr2	175000	chr2	355000	13
chr2	175000	chr2	365000	34
chr2	175000	chr2	375000	39
chr2	175000	chr2	385000	12
chr2	175000	chr2	395000	9
chr2	175000	chr2	405000	5
chr2	175000	chr2	415000	25
chr2	175000	chr2	425000	20
chr2	175000	chr2	435000	12
chr2	175000	chr2	445000	6
chr2	175000	chr2	455000	7
chr2	175000	chr2	465000	9
chr2	175000	chr2	475000	12
chr2	175000	chr2	485000	8
chr2	175000	chr2	495000	10
chr2	175000	chr2	505000	14
chr2	175000	chr2	515000	18
chr2	175000	chr2	525000	5
chr2	175000	chr2	535000	15
chr2	175000	chr2	545000	3
chr2	175000	chr2	555000	23
chr2	175000	chr2	565000	29
chr2	175000	chr2	575000	18
chr2	175000	chr2	585000	20
chr2	175000	chr2	595000	10
chr2	175000	chr2	605000	12
chr2	175000	chr2	615000	4
chr2	175000	chr2	625000	11
